dt,currency,rate_to_rub,nominal
2018-06-22,RUB,1,1
2018-06-22,USD,63.7873,1
2018-06-23,EUR,73.7247,1
2018-06-23,GBP,84.0644,1
2018-06-23,RUB,1,1
2018-06-23,USD,63.2396,1
2018-06-24,EUR,73.7247,1
2018-06-24,GBP,84.0644,1
2018-06-24,RUB,1,1
2018-06-24,USD,63.2396,1
2018-06-25,EUR,73.7247,1
2018-06-25,GBP,84.0644,1
2018-06-25,RUB,1,1
2018-06-25,USD,63.2396,1
2018-06-26,EUR,73.3112,1
2018-06-26,GBP,83.4839,1
2018-06-26,RUB,1,1
2018-06-26,USD,62.9497,1
2018-06-27,EUR,73.4087,1
2018-06-27,GBP,83.2732,1
2018-06-27,RUB,1,1
2018-06-27,USD,62.7908,1
2018-06-28,EUR,73.6038,1
2018-06-28,GBP,83.3457,1
2018-06-28,RUB,1,1
2018-06-28,USD,63.1359,1
2018-06-29,EUR,73.0884,1
2018-06-29,GBP,82.7656,1
2018-06-29,RUB,1,1
2018-06-29,USD,63.291,1
2018-06-30,EUR,72.9921,1
2018-06-30,GBP,82.3491,1
2018-06-30,RUB,1,1
2018-06-30,USD,62.7565,1
2018-07-01,EUR,72.9921,1
2018-07-01,GBP,82.3491,1
2018-07-01,RUB,1,1
2018-07-01,USD,62.7565,1
2018-07-02,EUR,72.9921,1
2018-07-02,GBP,82.3491,1
2018-07-02,RUB,1,1
2018-07-02,USD,62.7565,1
2018-07-03,EUR,73.469,1
2018-07-03,GBP,83.0915,1
2018-07-03,RUB,1,1
2018-07-03,USD,63.1394,1
2018-07-04,EUR,73.7012,1
2018-07-04,GBP,83.3358,1
2018-07-04,RUB,1,1
2018-07-04,USD,63.2194,1
2018-07-05,EUR,73.7097,1
2018-07-05,GBP,83.2949,1
2018-07-05,RUB,1,1
2018-07-05,USD,63.2267,1
2018-07-06,EUR,73.9641,1
2018-07-06,GBP,83.7125,1
2018-07-06,RUB,1,1
2018-07-06,USD,63.2604,1
2018-07-07,EUR,73.9028,1
2018-07-07,GBP,83.6046,1
2018-07-07,RUB,1,1
2018-07-07,USD,63.1216,1
2018-07-08,EUR,73.9028,1
2018-07-08,GBP,83.6046,1
2018-07-08,RUB,1,1
2018-07-08,USD,63.1216,1
2018-07-09,EUR,73.9028,1
2018-07-09,GBP,83.6046,1
2018-07-09,RUB,1,1
2018-07-09,USD,63.1216,1
2018-07-10,EUR,73.9365,1
2018-07-10,GBP,83.9271,1
2018-07-10,RUB,1,1
2018-07-10,USD,62.8338,1
2018-07-11,EUR,73.347,1
2018-07-11,GBP,82.9883,1
2018-07-11,RUB,1,1
2018-07-11,USD,62.4442,1
2018-07-12,EUR,72.8472,1
2018-07-12,GBP,82.4351,1
2018-07-12,RUB,1,1
2018-07-12,USD,62.098,1
2018-07-13,EUR,72.6817,1
2018-07-13,GBP,82.2428,1
2018-07-13,RUB,1,1
2018-07-13,USD,62.2062,1
2018-07-14,EUR,72.4659,1
2018-07-14,GBP,81.7788,1
2018-07-14,RUB,1,1
2018-07-14,USD,62.2934,1
2018-07-15,EUR,72.4659,1
2018-07-15,GBP,81.7788,1
2018-07-15,RUB,1,1
2018-07-15,USD,62.2934,1
2018-07-16,EUR,72.4659,1
2018-07-16,GBP,81.7788,1
2018-07-16,RUB,1,1
2018-07-16,USD,62.2934,1
2018-07-17,EUR,72.7955,1
2018-07-17,GBP,82.47,1
2018-07-17,RUB,1,1
2018-07-17,USD,62.2556,1
2018-07-18,EUR,73.2427,1
2018-07-18,GBP,82.6954,1
2018-07-18,RUB,1,1
2018-07-18,USD,62.4352,1
2018-07-19,EUR,73.1345,1
2018-07-19,GBP,82.2866,1
2018-07-19,RUB,1,1
2018-07-19,USD,62.9006,1
2018-07-20,EUR,73.4808,1
2018-07-20,GBP,82.3899,1
2018-07-20,RUB,1,1
2018-07-20,USD,63.2746,1
2018-07-21,EUR,73.9327,1
2018-07-21,GBP,82.6688,1
2018-07-21,RUB,1,1
2018-07-21,USD,63.4888,1
2018-07-22,EUR,73.9327,1
2018-07-22,GBP,82.6688,1
2018-07-22,RUB,1,1
2018-07-22,USD,63.4888,1
2018-07-23,EUR,73.9327,1
2018-07-23,GBP,82.6688,1
2018-07-23,RUB,1,1
2018-07-23,USD,63.4888,1
2018-07-24,EUR,74.1286,1
2018-07-24,GBP,83.0834,1
2018-07-24,RUB,1,1
2018-07-24,USD,63.1957,1
2018-07-25,EUR,73.5261,1
2018-07-25,GBP,82.4424,1
2018-07-25,RUB,1,1
2018-07-25,USD,62.9235,1
2018-07-26,EUR,73.751,1
2018-07-26,GBP,82.9991,1
2018-07-26,RUB,1,1
2018-07-26,USD,63.0836,1
2018-07-27,EUR,73.8181,1
2018-07-27,GBP,83.002,1
2018-07-27,RUB,1,1
2018-07-27,USD,62.9471,1
2018-07-28,EUR,73.3442,1
2018-07-28,GBP,82.4878,1
2018-07-28,RUB,1,1
2018-07-28,USD,62.9726,1
2018-07-29,EUR,73.3442,1
2018-07-29,GBP,82.4878,1
2018-07-29,RUB,1,1
2018-07-29,USD,62.9726,1
2018-07-30,EUR,73.3442,1
2018-07-30,GBP,82.4878,1
2018-07-30,RUB,1,1
2018-07-30,USD,62.9726,1
2018-07-31,EUR,73.2021,1
2018-07-31,GBP,82.3617,1
2018-07-31,RUB,1,1
2018-07-31,USD,62.7805,1
2018-08-01,EUR,73.0738,1
2018-08-01,GBP,82.021,1
2018-08-01,RUB,1,1
2018-08-01,USD,62.3497,1
2018-08-02,EUR,73.1064,1
2018-08-02,GBP,82.0274,1
2018-08-02,RUB,1,1
2018-08-02,USD,62.559,1
2018-08-03,EUR,73.4206,1
2018-08-03,GBP,82.6574,1
2018-08-03,RUB,1,1
2018-08-03,USD,63.1358,1
2018-08-04,EUR,73.4744,1
2018-08-04,GBP,82.4089,1
2018-08-04,RUB,1,1
2018-08-04,USD,63.4549,1
2018-08-05,EUR,73.4744,1
2018-08-05,GBP,82.4089,1
2018-08-05,RUB,1,1
2018-08-05,USD,63.4549,1
2018-08-06,EUR,73.4744,1
2018-08-06,GBP,82.4089,1
2018-08-06,RUB,1,1
2018-08-06,USD,63.4549,1
2018-08-07,EUR,73.4095,1
2018-08-07,GBP,82.3118,1
2018-08-07,RUB,1,1
2018-08-07,USD,63.4975,1
2018-08-08,EUR,73.5632,1
2018-08-08,GBP,82.3638,1
2018-08-08,RUB,1,1
2018-08-08,USD,63.5425,1
2018-08-09,EUR,73.8211,1
2018-08-09,GBP,82.0884,1
2018-08-09,RUB,1,1
2018-08-09,USD,63.595,1
2018-08-10,EUR,76.825,1
2018-08-10,GBP,85.1969,1
2018-08-10,RUB,1,1
2018-08-10,USD,66.2856,1
2018-08-11,EUR,76.676,1
2018-08-11,GBP,85.3472,1
2018-08-11,RUB,1,1
2018-08-11,USD,66.9075,1
2018-08-12,EUR,76.676,1
2018-08-12,GBP,85.3472,1
2018-08-12,RUB,1,1
2018-08-12,USD,66.9075,1
2018-08-13,EUR,76.676,1
2018-08-13,GBP,85.3472,1
2018-08-13,RUB,1,1
2018-08-13,USD,66.9075,1
2018-08-14,EUR,77.6519,1
2018-08-14,GBP,87.0872,1
2018-08-14,RUB,1,1
2018-08-14,USD,68.2234,1
2018-08-15,EUR,76.2325,1
2018-08-15,GBP,85.3978,1
2018-08-15,RUB,1,1
2018-08-15,USD,66.7535,1
2018-08-16,EUR,75.2253,1
2018-08-16,GBP,84.4318,1
2018-08-16,RUB,1,1
2018-08-16,USD,66.3772,1
2018-08-17,EUR,76.0576,1
2018-08-17,GBP,84.9677,1
2018-08-17,RUB,1,1
2018-08-17,USD,66.8932,1
2018-08-18,EUR,76.1848,1
2018-08-18,GBP,85.0993,1
2018-08-18,RUB,1,1
2018-08-18,USD,66.8757,1
2018-08-19,EUR,76.1848,1
2018-08-19,GBP,85.0993,1
2018-08-19,RUB,1,1
2018-08-19,USD,66.8757,1
2018-08-20,EUR,76.1848,1
2018-08-20,GBP,85.0993,1
2018-08-20,RUB,1,1
2018-08-20,USD,66.8757,1
2018-08-21,EUR,76.7204,1
2018-08-21,GBP,85.5681,1
2018-08-21,RUB,1,1
2018-08-21,USD,67.1807,1
2018-08-22,EUR,77.3491,1
2018-08-22,GBP,86.1495,1
2018-08-22,RUB,1,1
2018-08-22,USD,67.1783,1
2018-08-23,EUR,78.1983,1
2018-08-23,GBP,87.0425,1
2018-08-23,RUB,1,1
2018-08-23,USD,67.6163,1
2018-08-24,EUR,79.2502,1
2018-08-24,GBP,88.1517,1
2018-08-24,RUB,1,1
2018-08-24,USD,68.5259,1
2018-08-25,EUR,78.4072,1
2018-08-25,GBP,87.0099,1
2018-08-25,RUB,1,1
2018-08-25,USD,67.7911,1
2018-08-26,EUR,78.4072,1
2018-08-26,GBP,87.0099,1
2018-08-26,RUB,1,1
2018-08-26,USD,67.7911,1
2018-08-27,EUR,78.4072,1
2018-08-27,GBP,87.0099,1
2018-08-27,RUB,1,1
2018-08-27,USD,67.7911,1
2018-08-28,EUR,78.2269,1
2018-08-28,GBP,86.5705,1
2018-08-28,RUB,1,1
2018-08-28,USD,67.3963,1
2018-08-29,EUR,78.76,1
2018-08-29,GBP,86.9413,1
2018-08-29,RUB,1,1
2018-08-29,USD,67.3911,1
2018-08-30,EUR,79.5594,1
2018-08-30,GBP,87.7368,1
2018-08-30,RUB,1,1
2018-08-30,USD,68.1451,1
2018-08-31,EUR,79.6765,1
2018-08-31,GBP,88.4523,1
2018-08-31,RUB,1,1
2018-08-31,USD,68.0821,1
2018-09-01,EUR,79.4966,1
2018-09-01,GBP,88.533,1
2018-09-01,RUB,1,1
2018-09-01,USD,68.0447,1
2018-09-02,EUR,79.4966,1
2018-09-02,GBP,88.533,1
2018-09-02,RUB,1,1
2018-09-02,USD,68.0447,1
2018-09-03,EUR,79.4966,1
2018-09-03,GBP,88.533,1
2018-09-03,RUB,1,1
2018-09-03,USD,68.0447,1
2018-09-04,EUR,78.6376,1
2018-09-04,GBP,87.5189,1
2018-09-04,RUB,1,1
2018-09-04,USD,67.7443,1
2018-09-05,EUR,79.02,1
2018-09-05,GBP,87.6566,1
2018-09-05,RUB,1,1
2018-09-05,USD,68.2737,1
2018-09-06,EUR,79.1362,1
2018-09-06,GBP,87.7077,1
2018-09-06,RUB,1,1
2018-09-06,USD,68.4628,1
2018-09-07,EUR,79.3685,1
2018-09-07,GBP,88.1865,1
2018-09-07,RUB,1,1
2018-09-07,USD,68.2505,1
2018-09-08,EUR,80.3562,1
2018-09-08,GBP,89.2954,1
2018-09-08,RUB,1,1
2018-09-08,USD,69.0286,1
2018-09-09,EUR,80.3562,1
2018-09-09,GBP,89.2954,1
2018-09-09,RUB,1,1
2018-09-09,USD,69.0286,1
2018-09-10,EUR,80.3562,1
2018-09-10,GBP,89.2954,1
2018-09-10,RUB,1,1
2018-09-10,USD,69.0286,1
2018-09-11,EUR,80.6702,1
2018-09-11,GBP,90.4238,1
2018-09-11,RUB,1,1
2018-09-11,USD,69.8685,1
2018-09-12,EUR,81.3942,1
2018-09-12,GBP,91.4076,1
2018-09-12,RUB,1,1
2018-09-12,USD,69.9744,1
2018-09-13,EUR,80.6488,1
2018-09-13,GBP,90.7299,1
2018-09-13,RUB,1,1
2018-09-13,USD,69.5728,1
2018-09-14,EUR,79.7699,1
2018-09-14,GBP,89.5026,1
2018-09-14,RUB,1,1
2018-09-14,USD,68.637,1
2018-09-15,EUR,79.9521,1
2018-09-15,GBP,89.6414,1
2018-09-15,RUB,1,1
2018-09-15,USD,68.2826,1
2018-09-16,EUR,79.9521,1
2018-09-16,GBP,89.6414,1
2018-09-16,RUB,1,1
2018-09-16,USD,68.2826,1
2018-09-17,EUR,79.9521,1
2018-09-17,GBP,89.6414,1
2018-09-17,RUB,1,1
2018-09-17,USD,68.2826,1
2018-09-18,EUR,79.3595,1
2018-09-18,GBP,89.2751,1
2018-09-18,RUB,1,1
2018-09-18,USD,68.1958,1
2018-09-19,EUR,79.1749,1
2018-09-19,GBP,89.0395,1
2018-09-19,RUB,1,1
2018-09-19,USD,67.7519,1
2018-09-20,EUR,78.3613,1
2018-09-20,GBP,88.2385,1
2018-09-20,RUB,1,1
2018-09-20,USD,67.0098,1
2018-09-21,EUR,77.7529,1
2018-09-21,GBP,87.7171,1
2018-09-21,RUB,1,1
2018-09-21,USD,66.4725,1
2018-09-22,EUR,78.0753,1
2018-09-22,GBP,87.6285,1
2018-09-22,RUB,1,1
2018-09-22,USD,66.2497,1
2018-09-23,EUR,78.0753,1
2018-09-23,GBP,87.6285,1
2018-09-23,RUB,1,1
2018-09-23,USD,66.2497,1
2018-09-24,EUR,78.0753,1
2018-09-24,GBP,87.6285,1
2018-09-24,RUB,1,1
2018-09-24,USD,66.2497,1
2018-09-25,EUR,77.6844,1
2018-09-25,GBP,86.8011,1
2018-09-25,RUB,1,1
2018-09-25,USD,66.1594,1
2018-09-26,EUR,77.3832,1
2018-09-26,GBP,86.4669,1
2018-09-26,RUB,1,1
2018-09-26,USD,65.8244,1
2018-09-27,EUR,77.3846,1
2018-09-27,GBP,86.5711,1
2018-09-27,RUB,1,1
2018-09-27,USD,65.7585,1
2018-09-28,EUR,77.0407,1
2018-09-28,GBP,86.3301,1
2018-09-28,RUB,1,1
2018-09-28,USD,65.8355,1
2018-09-29,EUR,76.2294,1
2018-09-29,GBP,85.7925,1
2018-09-29,RUB,1,1
2018-09-29,USD,65.5906,1
2018-09-30,EUR,76.2294,1
2018-09-30,GBP,85.7925,1
2018-09-30,RUB,1,1
2018-09-30,USD,65.5906,1
2018-10-01,EUR,76.2294,1
2018-10-01,GBP,85.7925,1
2018-10-01,RUB,1,1
2018-10-01,USD,65.5906,1
2018-10-02,EUR,75.9877,1
2018-10-02,GBP,85.5223,1
2018-10-02,RUB,1,1
2018-10-02,USD,65.5745,1
2018-10-03,EUR,75.2272,1
2018-10-03,GBP,84.6909,1
2018-10-03,RUB,1,1
2018-10-03,USD,65.2221,1
2018-10-04,EUR,75.7353,1
2018-10-04,GBP,85.0256,1
2018-10-04,RUB,1,1
2018-10-04,USD,65.4244,1
2018-10-05,EUR,76.0505,1
2018-10-05,GBP,85.8829,1
2018-10-05,RUB,1,1
2018-10-05,USD,66.2115,1
2018-10-06,EUR,76.661,1
2018-10-06,GBP,86.8017,1
2018-10-06,RUB,1,1
2018-10-06,USD,66.627,1
2018-10-07,EUR,76.661,1
2018-10-07,GBP,86.8017,1
2018-10-07,RUB,1,1
2018-10-07,USD,66.627,1
2018-10-08,EUR,76.661,1
2018-10-08,GBP,86.8017,1
2018-10-08,RUB,1,1
2018-10-08,USD,66.627,1
2018-10-09,EUR,76.987,1
2018-10-09,GBP,87.4341,1
2018-10-09,RUB,1,1
2018-10-09,USD,66.9685,1
2018-10-10,EUR,76.211,1
2018-10-10,GBP,86.6761,1
2018-10-10,RUB,1,1
2018-10-10,USD,66.4032,1
2018-10-11,EUR,76.071,1
2018-10-11,GBP,87.1037,1
2018-10-11,RUB,1,1
2018-10-11,USD,66.1832,1
2018-10-12,EUR,77.0824,1
2018-10-12,GBP,88.0799,1
2018-10-12,RUB,1,1
2018-10-12,USD,66.7727,1
2018-10-13,EUR,76.5047,1
2018-10-13,GBP,87.2059,1
2018-10-13,RUB,1,1
2018-10-13,USD,65.9751,1
2018-10-14,EUR,76.5047,1
2018-10-14,GBP,87.2059,1
2018-10-14,RUB,1,1
2018-10-14,USD,65.9751,1
2018-10-15,EUR,76.5047,1
2018-10-15,GBP,87.2059,1
2018-10-15,RUB,1,1
2018-10-15,USD,65.9751,1
2018-10-16,EUR,76.054,1
2018-10-16,GBP,86.2716,1
2018-10-16,RUB,1,1
2018-10-16,USD,65.7508,1
2018-10-17,EUR,75.9236,1
2018-10-17,GBP,86.4544,1
2018-10-17,RUB,1,1
2018-10-17,USD,65.5305,1
2018-10-18,EUR,75.6512,1
2018-10-18,GBP,86.0175,1
2018-10-18,RUB,1,1
2018-10-18,USD,65.4026,1
2018-10-19,EUR,75.5692,1
2018-10-19,GBP,86.131,1
2018-10-19,RUB,1,1
2018-10-19,USD,65.7238,1
2018-10-20,EUR,75.3241,1
2018-10-20,GBP,85.7951,1
2018-10-20,RUB,1,1
2018-10-20,USD,65.814,1
2018-10-21,EUR,75.3241,1
2018-10-21,GBP,85.7951,1
2018-10-21,RUB,1,1
2018-10-21,USD,65.814,1
2018-10-22,EUR,75.3241,1
2018-10-22,GBP,85.7951,1
2018-10-22,RUB,1,1
2018-10-22,USD,65.814,1
2018-10-23,EUR,75.3702,1
2018-10-23,GBP,85.2838,1
2018-10-23,RUB,1,1
2018-10-23,USD,65.3065,1
2018-10-24,EUR,74.8584,1
2018-10-24,GBP,84.8248,1
2018-10-24,RUB,1,1
2018-10-24,USD,65.3101,1
2018-10-25,EUR,75.0806,1
2018-10-25,GBP,84.9448,1
2018-10-25,RUB,1,1
2018-10-25,USD,65.6299,1
2018-10-26,EUR,74.9851,1
2018-10-26,GBP,84.7881,1
2018-10-26,RUB,1,1
2018-10-26,USD,65.7476,1
2018-10-27,EUR,74.6658,1
2018-10-27,GBP,84.0909,1
2018-10-27,RUB,1,1
2018-10-27,USD,65.6345,1
2018-10-28,EUR,74.6658,1
2018-10-28,GBP,84.0909,1
2018-10-28,RUB,1,1
2018-10-28,USD,65.6345,1
2018-10-29,EUR,74.6658,1
2018-10-29,GBP,84.0909,1
2018-10-29,RUB,1,1
2018-10-29,USD,65.6345,1
2018-10-30,EUR,75.0399,1
2018-10-30,GBP,84.3327,1
2018-10-30,RUB,1,1
2018-10-30,USD,65.8129,1
2018-10-31,EUR,74.7918,1
2018-10-31,GBP,84.0265,1
2018-10-31,RUB,1,1
2018-10-31,USD,65.7742,1
2018-11-01,EUR,74.4189,1
2018-11-01,GBP,83.5958,1
2018-11-01,RUB,1,1
2018-11-01,USD,65.5962,1
2018-11-02,EUR,74.5803,1
2018-11-02,GBP,84.7301,1
2018-11-02,RUB,1,1
2018-11-02,USD,65.6517,1
2018-11-03,EUR,74.9906,1
2018-11-03,GBP,85.5096,1
2018-11-03,RUB,1,1
2018-11-03,USD,65.5799,1
2018-11-04,EUR,74.9906,1
2018-11-04,GBP,85.5096,1
2018-11-04,RUB,1,1
2018-11-04,USD,65.5799,1
2018-11-05,EUR,74.9906,1
2018-11-05,GBP,85.5096,1
2018-11-05,RUB,1,1
2018-11-05,USD,65.5799,1
2018-11-06,EUR,74.9906,1
2018-11-06,GBP,85.5096,1
2018-11-06,RUB,1,1
2018-11-06,USD,65.5799,1
2018-11-07,EUR,75.3158,1
2018-11-07,GBP,86.2703,1
2018-11-07,RUB,1,1
2018-11-07,USD,65.9912,1
2018-11-08,EUR,75.6817,1
2018-11-08,GBP,86.8711,1
2018-11-08,RUB,1,1
2018-11-08,USD,66.0918,1
2018-11-09,EUR,75.6711,1
2018-11-09,GBP,87.0005,1
2018-11-09,RUB,1,1
2018-11-09,USD,66.2155,1
2018-11-10,EUR,75.8076,1
2018-11-10,GBP,87.0316,1
2018-11-10,RUB,1,1
2018-11-10,USD,66.8497,1
2018-11-11,EUR,75.8076,1
2018-11-11,GBP,87.0316,1
2018-11-11,RUB,1,1
2018-11-11,USD,66.8497,1
2018-11-12,EUR,75.8076,1
2018-11-12,GBP,87.0316,1
2018-11-12,RUB,1,1
2018-11-12,USD,66.8497,1
2018-11-13,EUR,76.0926,1
2018-11-13,GBP,86.7883,1
2018-11-13,RUB,1,1
2018-11-13,USD,67.5238,1
2018-11-14,EUR,76.0737,1
2018-11-14,GBP,87.2614,1
2018-11-14,RUB,1,1
2018-11-14,USD,67.6812,1
2018-11-15,EUR,76.7556,1
2018-11-15,GBP,88.22,1
2018-11-15,RUB,1,1
2018-11-15,USD,67.9975,1
2018-11-16,EUR,75.5358,1
2018-11-16,GBP,86.4674,1
2018-11-16,RUB,1,1
2018-11-16,USD,66.6159,1
2018-11-17,EUR,74.9022,1
2018-11-17,GBP,84.6296,1
2018-11-17,RUB,1,1
2018-11-17,USD,65.9931,1
2018-11-18,EUR,74.9022,1
2018-11-18,GBP,84.6296,1
2018-11-18,RUB,1,1
2018-11-18,USD,65.9931,1
2018-11-19,EUR,74.9022,1
2018-11-19,GBP,84.6296,1
2018-11-19,RUB,1,1
2018-11-19,USD,65.9931,1
2018-11-20,EUR,75.3218,1
2018-11-20,GBP,84.9128,1
2018-11-20,RUB,1,1
2018-11-20,USD,66.0081,1
2018-11-21,EUR,75.1825,1
2018-11-21,GBP,84.4237,1
2018-11-21,RUB,1,1
2018-11-21,USD,65.5871,1
2018-11-22,EUR,75.1483,1
2018-11-22,GBP,84.513,1
2018-11-22,RUB,1,1
2018-11-22,USD,65.9485,1
2018-11-23,EUR,74.8048,1
2018-11-23,GBP,83.865,1
2018-11-23,RUB,1,1
2018-11-23,USD,65.6067,1
2018-11-24,EUR,74.9385,1
2018-11-24,GBP,84.447,1
2018-11-24,RUB,1,1
2018-11-24,USD,65.6664,1
2018-11-25,EUR,74.9385,1
2018-11-25,GBP,84.447,1
2018-11-25,RUB,1,1
2018-11-25,USD,65.6664,1
2018-11-26,EUR,74.9385,1
2018-11-26,GBP,84.447,1
2018-11-26,RUB,1,1
2018-11-26,USD,65.6664,1
2018-11-27,EUR,75.5655,1
2018-11-27,GBP,85.3686,1
2018-11-27,RUB,1,1
2018-11-27,USD,66.5072,1
2018-11-28,EUR,75.6217,1
2018-11-28,GBP,85.1178,1
2018-11-28,RUB,1,1
2018-11-28,USD,66.78,1
2018-11-29,EUR,75.5191,1
2018-11-29,GBP,85.3129,1
2018-11-29,RUB,1,1
2018-11-29,USD,66.9436,1
2018-11-30,EUR,75.8897,1
2018-11-30,GBP,85.425,1
2018-11-30,RUB,1,1
2018-11-30,USD,66.6342,1
2018-12-01,EUR,75.7484,1
2018-12-01,GBP,85.0498,1
2018-12-01,RUB,1,1
2018-12-01,USD,66.5335,1
2018-12-02,EUR,75.7484,1
2018-12-02,GBP,85.0498,1
2018-12-02,RUB,1,1
2018-12-02,USD,66.5335,1
2018-12-03,EUR,75.7484,1
2018-12-03,GBP,85.0498,1
2018-12-03,RUB,1,1
2018-12-03,USD,66.5335,1
2018-12-04,EUR,75.3874,1
2018-12-04,GBP,84.8406,1
2018-12-04,RUB,1,1
2018-12-04,USD,66.2921,1
2018-12-05,EUR,75.6562,1
2018-12-05,GBP,84.7195,1
2018-12-05,RUB,1,1
2018-12-05,USD,66.4467,1
2018-12-06,EUR,75.7051,1
2018-12-06,GBP,84.9469,1
2018-12-06,RUB,1,1
2018-12-06,USD,66.8242,1
2018-12-07,EUR,75.6071,1
2018-12-07,GBP,84.8036,1
2018-12-07,RUB,1,1
2018-12-07,USD,66.7377,1
2018-12-08,EUR,76.0777,1
2018-12-08,GBP,85.3465,1
2018-12-08,RUB,1,1
2018-12-08,USD,66.9227,1
2018-12-09,EUR,76.0777,1
2018-12-09,GBP,85.3465,1
2018-12-09,RUB,1,1
2018-12-09,USD,66.9227,1
2018-12-10,EUR,76.0777,1
2018-12-10,GBP,85.3465,1
2018-12-10,RUB,1,1
2018-12-10,USD,66.9227,1
2018-12-11,EUR,75.7075,1
2018-12-11,GBP,84.2924,1
2018-12-11,RUB,1,1
2018-12-11,USD,66.2416,1
2018-12-12,EUR,75.6197,1
2018-12-12,GBP,83.8194,1
2018-12-12,RUB,1,1
2018-12-12,USD,66.5022,1
2018-12-13,EUR,75.2168,1
2018-12-13,GBP,83.2141,1
2018-12-13,RUB,1,1
2018-12-13,USD,66.4225,1
2018-12-14,EUR,75.3916,1
2018-12-14,GBP,83.9186,1
2018-12-14,RUB,1,1
2018-12-14,USD,66.255,1
2018-12-15,EUR,75.389,1
2018-12-15,GBP,83.7131,1
2018-12-15,RUB,1,1
2018-12-15,USD,66.4337,1
2018-12-16,EUR,75.389,1
2018-12-16,GBP,83.7131,1
2018-12-16,RUB,1,1
2018-12-16,USD,66.4337,1
2018-12-17,EUR,75.389,1
2018-12-17,GBP,83.7131,1
2018-12-17,RUB,1,1
2018-12-17,USD,66.4337,1
2018-12-18,EUR,75.3814,1
2018-12-18,GBP,83.9089,1
2018-12-18,RUB,1,1
2018-12-18,USD,66.6208,1
2018-12-19,EUR,75.7761,1
2018-12-19,GBP,84.493,1
2018-12-19,RUB,1,1
2018-12-19,USD,66.7454,1
2018-12-20,EUR,76.4742,1
2018-12-20,GBP,85.0243,1
2018-12-20,RUB,1,1
2018-12-20,USD,67.1121,1
2018-12-21,EUR,76.9377,1
2018-12-21,GBP,85.2917,1
2018-12-21,RUB,1,1
2018-12-21,USD,67.371,1
2018-12-22,EUR,77.9717,1
2018-12-22,GBP,86.3096,1
2018-12-22,RUB,1,1
2018-12-22,USD,68.0085,1
2018-12-23,EUR,77.9717,1
2018-12-23,GBP,86.3096,1
2018-12-23,RUB,1,1
2018-12-23,USD,68.0085,1
2018-12-24,EUR,77.9717,1
2018-12-24,GBP,86.3096,1
2018-12-24,RUB,1,1
2018-12-24,USD,68.0085,1
2018-12-25,EUR,77.8886,1
2018-12-25,GBP,86.6584,1
2018-12-25,RUB,1,1
2018-12-25,USD,68.4073,1
2018-12-26,EUR,78.4309,1
2018-12-26,GBP,87.189,1
2018-12-26,RUB,1,1
2018-12-26,USD,68.7448,1
2018-12-27,EUR,78.5237,1
2018-12-27,GBP,87.4721,1
2018-12-27,RUB,1,1
2018-12-27,USD,68.8865,1
2018-12-28,EUR,78.388,1
2018-12-28,GBP,87.1766,1
2018-12-28,RUB,1,1
2018-12-28,USD,68.8762,1
2018-12-29,EUR,79.6581,1
2018-12-29,GBP,87.9659,1
2018-12-29,RUB,1,1
2018-12-29,USD,69.5218,1
2018-12-30,EUR,79.4605,1
2018-12-30,GBP,88.2832,1
2018-12-30,RUB,1,1
2018-12-30,USD,69.4706,1
2018-12-31,EUR,79.4605,1
2018-12-31,GBP,88.2832,1
2018-12-31,RUB,1,1
2018-12-31,USD,69.4706,1
2019-01-01,EUR,79.4605,1
2019-01-01,GBP,88.2832,1
2019-01-01,RUB,1,1
2019-01-01,USD,69.4706,1
2019-01-02,EUR,79.4605,1
2019-01-02,GBP,88.2832,1
2019-01-02,RUB,1,1
2019-01-02,USD,69.4706,1
2019-01-03,EUR,79.4605,1
2019-01-03,GBP,88.2832,1
2019-01-03,RUB,1,1
2019-01-03,USD,69.4706,1
2019-01-04,EUR,79.4605,1
2019-01-04,GBP,88.2832,1
2019-01-04,RUB,1,1
2019-01-04,USD,69.4706,1
2019-01-05,EUR,79.4605,1
2019-01-05,GBP,88.2832,1
2019-01-05,RUB,1,1
2019-01-05,USD,69.4706,1
2019-01-06,EUR,79.4605,1
2019-01-06,GBP,88.2832,1
2019-01-06,RUB,1,1
2019-01-06,USD,69.4706,1
2019-01-07,EUR,79.4605,1
2019-01-07,GBP,88.2832,1
2019-01-07,RUB,1,1
2019-01-07,USD,69.4706,1
2019-01-08,EUR,79.4605,1
2019-01-08,GBP,88.2832,1
2019-01-08,RUB,1,1
2019-01-08,USD,69.4706,1
2019-01-09,EUR,79.4605,1
2019-01-09,GBP,88.2832,1
2019-01-09,RUB,1,1
2019-01-09,USD,69.4706,1
2019-01-10,EUR,76.9066,1
2019-01-10,GBP,85.5599,1
2019-01-10,RUB,1,1
2019-01-10,USD,67.0795,1
2019-01-11,EUR,77.2105,1
2019-01-11,GBP,85.2873,1
2019-01-11,RUB,1,1
2019-01-11,USD,66.8605,1
2019-01-12,EUR,77.1282,1
2019-01-12,GBP,85.2117,1
2019-01-12,RUB,1,1
2019-01-12,USD,66.9167,1
2019-01-13,EUR,77.1282,1
2019-01-13,GBP,85.2117,1
2019-01-13,RUB,1,1
2019-01-13,USD,66.9167,1
2019-01-14,EUR,77.1282,1
2019-01-14,GBP,85.2117,1
2019-01-14,RUB,1,1
